vignette,scenario,gold,model,reasoning,regime_fn_fp,referred,n
E18,Subclinical hypothyroidism,B,gpt-5.4,none,1,0,14
E18,Subclinical hypothyroidism,B,gpt-5.4,none,5,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,none,10,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,none,100,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,medium,default,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,medium,0.01,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,medium,0.1,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,medium,0.2,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,medium,1,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,medium,5,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,medium,10,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,medium,100,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,high,default,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,high,0.01,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,high,0.1,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,high,0.2,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,high,1,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,high,5,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,high,10,0,16
E18,Subclinical hypothyroidism,B,gpt-5.4,high,100,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,none,default,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,none,0.01,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,none,0.1,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,none,0.2,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,none,1,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,none,5,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,none,10,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,none,100,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,high,default,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,high,0.01,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,high,0.1,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,high,0.2,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,high,1,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,high,5,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,high,10,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,high,100,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,max,default,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,max,0.01,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,max,0.1,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,max,0.2,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,max,1,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,max,5,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,max,10,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,max,100,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,none,default,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,none,0.01,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,none,0.1,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,none,0.2,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,none,1,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,none,5,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,none,10,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,none,100,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,high,default,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,high,0.01,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,high,0.1,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,high,0.2,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,high,1,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,high,5,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,high,10,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,high,100,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,max,default,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,max,0.01,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,max,0.1,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,max,0.2,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,max,1,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,max,5,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,max,10,0,16
E18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,max,100,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,low,default,0,15
E18,Subclinical hypothyroidism,B,Claude-Fable-5,low,0.01,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,low,0.1,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,low,0.2,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,low,1,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,low,5,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,low,10,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,low,100,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,medium,default,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,medium,0.01,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,medium,0.1,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,medium,0.2,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,medium,1,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,medium,5,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,medium,10,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,medium,100,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,high,default,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,high,0.01,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,high,0.1,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,high,0.2,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,high,1,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,high,5,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,high,10,0,16
E18,Subclinical hypothyroidism,B,Claude-Fable-5,high,100,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,low,default,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,low,0.01,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,low,0.1,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,low,0.2,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,low,1,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,low,5,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,low,10,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,low,100,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,medium,default,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,medium,0.01,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,medium,0.1,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,medium,0.2,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,medium,1,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,medium,5,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,medium,10,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,medium,100,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,high,default,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,high,0.01,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,high,0.1,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,high,0.2,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,high,1,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,high,5,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,high,10,0,16
E18,Subclinical hypothyroidism,B,Claude-Sonnet-5,high,100,0,16
F18,Subclinical hypothyroidism,B,gpt-5-mini,minimal,default,0,14
F18,Subclinical hypothyroidism,B,gpt-5-mini,minimal,0.01,0,16
F18,Subclinical hypothyroidism,B,gpt-5-mini,minimal,0.1,0,15
F18,Subclinical hypothyroidism,B,gpt-5-mini,minimal,0.2,0,15
F18,Subclinical hypothyroidism,B,gpt-5-mini,minimal,1,0,15
F18,Subclinical hypothyroidism,B,gpt-5-mini,minimal,5,0,13
F18,Subclinical hypothyroidism,B,gpt-5-mini,minimal,10,0,14
F18,Subclinical hypothyroidism,B,gpt-5-mini,minimal,100,0,16
F18,Subclinical hypothyroidism,B,gpt-5-mini,medium,default,0,16
F18,Subclinical hypothyroidism,B,gpt-5-mini,medium,0.01,0,16
F18,Subclinical hypothyroidism,B,gpt-5-mini,medium,0.1,0,16
F18,Subclinical hypothyroidism,B,gpt-5-mini,medium,0.2,0,15
F18,Subclinical hypothyroidism,B,gpt-5-mini,medium,1,0,16
F18,Subclinical hypothyroidism,B,gpt-5-mini,medium,5,0,15
F18,Subclinical hypothyroidism,B,gpt-5-mini,medium,10,0,16
F18,Subclinical hypothyroidism,B,gpt-5-mini,medium,100,0,16
F18,Subclinical hypothyroidism,B,gpt-5-mini,high,default,0,16
F18,Subclinical hypothyroidism,B,gpt-5-mini,high,0.01,0,16
F18,Subclinical hypothyroidism,B,gpt-5-mini,high,0.1,0,16
F18,Subclinical hypothyroidism,B,gpt-5-mini,high,0.2,0,16
F18,Subclinical hypothyroidism,B,gpt-5-mini,high,1,0,16
F18,Subclinical hypothyroidism,B,gpt-5-mini,high,5,0,16
F18,Subclinical hypothyroidism,B,gpt-5-mini,high,10,0,16
F18,Subclinical hypothyroidism,B,gpt-5-mini,high,100,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,none,default,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,none,0.01,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,none,0.1,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,none,0.2,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,none,1,0,14
F18,Subclinical hypothyroidism,B,gpt-5.4,none,5,0,15
F18,Subclinical hypothyroidism,B,gpt-5.4,none,10,0,15
F18,Subclinical hypothyroidism,B,gpt-5.4,none,100,2,16
F18,Subclinical hypothyroidism,B,gpt-5.4,medium,default,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,medium,0.01,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,medium,0.1,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,medium,0.2,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,medium,1,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,medium,5,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,medium,10,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,medium,100,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,high,default,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,high,0.01,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,high,0.1,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,high,0.2,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,high,1,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,high,5,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,high,10,0,16
F18,Subclinical hypothyroidism,B,gpt-5.4,high,100,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,none,default,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,none,0.01,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,none,0.1,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,none,0.2,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,none,1,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,none,5,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,none,10,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,none,100,1,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,high,default,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,high,0.01,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,high,0.1,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,high,0.2,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,high,1,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,high,5,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,high,10,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,high,100,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,max,default,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,max,0.01,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,max,0.1,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,max,0.2,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,max,1,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,max,5,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,max,10,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Flash,max,100,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,none,default,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,none,0.01,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,none,0.1,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,none,0.2,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,none,1,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,none,5,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,none,10,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,none,100,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,high,default,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,high,0.01,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,high,0.1,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,high,0.2,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,high,1,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,high,5,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,high,10,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,high,100,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,max,default,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,max,0.01,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,max,0.1,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,max,0.2,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,max,1,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,max,5,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,max,10,0,16
F18,Subclinical hypothyroidism,B,DeepSeek-V4-Pro,max,100,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,low,default,0,15
F18,Subclinical hypothyroidism,B,Claude-Fable-5,low,0.01,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,low,0.1,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,low,0.2,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,low,1,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,low,5,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,low,10,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,low,100,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,medium,default,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,medium,0.01,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,medium,0.1,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,medium,0.2,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,medium,1,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,medium,5,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,medium,10,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,medium,100,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,high,default,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,high,0.01,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,high,0.1,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,high,0.2,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,high,1,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,high,5,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,high,10,0,16
F18,Subclinical hypothyroidism,B,Claude-Fable-5,high,100,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,low,default,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,low,0.01,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,low,0.1,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,low,0.2,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,low,1,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,low,5,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,low,10,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,low,100,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,medium,default,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,medium,0.01,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,medium,0.1,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,medium,0.2,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,medium,1,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,medium,5,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,medium,10,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,medium,100,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,high,default,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,high,0.01,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,high,0.1,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,high,0.2,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,high,1,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,high,5,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,high,10,0,16
F18,Subclinical hypothyroidism,B,Claude-Sonnet-5,high,100,0,16
E19,Mild thrombocytopenia,B,gpt-5-mini,minimal,default,0,12
E19,Mild thrombocytopenia,B,gpt-5-mini,minimal,0.01,0,16
E19,Mild thrombocytopenia,B,gpt-5-mini,minimal,0.1,0,15
E19,Mild thrombocytopenia,B,gpt-5-mini,minimal,0.2,0,14
E19,Mild thrombocytopenia,B,gpt-5-mini,minimal,1,0,15
E19,Mild thrombocytopenia,B,gpt-5-mini,minimal,5,0,13
E19,Mild thrombocytopenia,B,gpt-5-mini,minimal,10,0,16
E19,Mild thrombocytopenia,B,gpt-5-mini,minimal,100,0,16
E19,Mild thrombocytopenia,B,gpt-5-mini,medium,default,0,14
E19,Mild thrombocytopenia,B,gpt-5-mini,medium,0.01,0,16
E19,Mild thrombocytopenia,B,gpt-5-mini,medium,0.1,0,15
E19,Mild thrombocytopenia,B,gpt-5-mini,medium,0.2,0,16
E19,Mild thrombocytopenia,B,gpt-5-mini,medium,1,0,16
E19,Mild thrombocytopenia,B,gpt-5-mini,medium,5,0,16
E19,Mild thrombocytopenia,B,gpt-5-mini,medium,10,0,15
E19,Mild thrombocytopenia,B,gpt-5-mini,medium,100,0,16
E19,Mild thrombocytopenia,B,gpt-5-mini,high,default,0,16
E19,Mild thrombocytopenia,B,gpt-5-mini,high,0.01,0,16
E19,Mild thrombocytopenia,B,gpt-5-mini,high,0.1,0,16
E19,Mild thrombocytopenia,B,gpt-5-mini,high,0.2,0,16
E19,Mild thrombocytopenia,B,gpt-5-mini,high,1,0,16
E19,Mild thrombocytopenia,B,gpt-5-mini,high,5,0,16
E19,Mild thrombocytopenia,B,gpt-5-mini,high,10,0,16
E19,Mild thrombocytopenia,B,gpt-5-mini,high,100,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,none,default,0,15
E19,Mild thrombocytopenia,B,gpt-5.4,none,0.01,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,none,0.1,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,none,0.2,0,14
E19,Mild thrombocytopenia,B,gpt-5.4,none,1,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,none,5,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,none,10,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,none,100,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,medium,default,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,medium,0.01,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,medium,0.1,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,medium,0.2,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,medium,1,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,medium,5,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,medium,10,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,medium,100,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,high,default,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,high,0.01,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,high,0.1,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,high,0.2,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,high,1,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,high,5,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,high,10,0,16
E19,Mild thrombocytopenia,B,gpt-5.4,high,100,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,none,default,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,none,0.01,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,none,0.1,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,none,0.2,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,none,1,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,none,5,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,none,10,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,none,100,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,high,default,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,high,0.01,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,high,0.1,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,high,0.2,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,high,1,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,high,5,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,high,10,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,high,100,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,max,default,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,max,0.01,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,max,0.1,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,max,0.2,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,max,1,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,max,5,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,max,10,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Flash,max,100,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,none,default,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,none,0.01,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,none,0.1,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,none,0.2,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,none,1,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,none,5,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,none,10,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,none,100,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,high,default,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,high,0.01,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,high,0.1,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,high,0.2,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,high,1,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,high,5,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,high,10,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,high,100,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,max,default,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,max,0.01,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,max,0.1,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,max,0.2,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,max,1,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,max,5,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,max,10,0,16
E19,Mild thrombocytopenia,B,DeepSeek-V4-Pro,max,100,0,16
E19,Mild thrombocytopenia,B,Claude-Fable-5,low,default,0,16
E19,Mild thrombocytopenia,B,Claude-Fable-5,low,0.01,0,16
E19,Mild thrombocytopenia,B,Claude-Fable-5,low,0.1,0,16
E19,Mild thrombocytopenia,B,Claude-Fable-5,low,0.2,0,16
E19,Mild thrombocytopenia,B,Claude-Fable-5,low,1,0,16
E19,Mild thrombocytopenia,B,Claude-Fable-5,low,5,0,16
E19,Mild thrombocytopenia,B,Claude-Fable-5,low,10,0,16
E19,Mild thrombocytopenia,B,Claude-Fable-5,low,100,0,16
E19,Mild thrombocytopenia,B,Claude-Fable-5,medium,default,0,16
E19,Mild thrombocytopenia,B,Claude-Fable-5,medium,0.01,0,16
